GEOID,sovi,rank,fema_region
g17015,2.1542996583004745,85.0,FEMA_5
g17017,3.2949043135199774,44.0,FEMA_5
g17019,-0.9391038129696588,349.0,FEMA_5
g17021,0.08623579422020491,241.0,FEMA_5
g17023,0.19881585905885357,232.0,FEMA_5
g17025,0.7290201931240275,189.0,FEMA_5
g17027,-3.363608575803446,490.0,FEMA_5
g17029,0.7755130171981183,185.0,FEMA_5
g17031,9.346561201742638,3.0,FEMA_5
g17033,-1.2420771492859541,375.0,FEMA_5
g17035,-0.5045375863704813,310.0,FEMA_5
g17037,-2.025277982614429,422.0,FEMA_5
g17039,-1.4060012560443746,390.0,FEMA_5
g17041,1.8614259020105033,102.0,FEMA_5
g17043,-1.5487677178676573,395.0,FEMA_5
g17045,2.454881932067405,75.0,FEMA_5
g17047,-0.4587211244468445,303.0,FEMA_5
g17049,-1.8450380815744023,412.0,FEMA_5
g17051,-0.8290066973570046,340.0,FEMA_5
g17053,1.1121583286676018,157.0,FEMA_5
g17055,2.612365973983048,66.0,FEMA_5
g17057,-0.24671357331238897,279.0,FEMA_5
g17059,3.705241929656907,34.0,FEMA_5
g17061,-0.8599853568036173,342.0,FEMA_5
g17063,-3.112410533459996,481.0,FEMA_5
g17065,1.1243690053195259,156.0,FEMA_5
g17067,1.0941788415358566,160.0,FEMA_5
g17069,1.286998972212487,147.0,FEMA_5
g17071,1.0319510157961225,167.0,FEMA_5
g17073,-0.4219287165133799,296.0,FEMA_5
g17075,1.9209357816146344,101.0,FEMA_5
g17077,-0.6302424067364782,321.0,FEMA_5
g17079,-0.6552821744303714,324.0,FEMA_5
g17081,-0.4657449338193931,305.0,FEMA_5
g17083,-1.7033801860186764,405.0,FEMA_5
g17085,1.06452727322759,164.0,FEMA_5
g17087,-5.948041232320127,518.0,FEMA_5
g17089,2.4459719071137984,76.0,FEMA_5
g17091,1.466743056236547,129.0,FEMA_5
g17093,-5.1939410358744205,507.0,FEMA_5
g17095,2.4921549025320053,73.0,FEMA_5
g17097,-1.294643680557162,379.0,FEMA_5
g17099,0.4420633876383694,219.0,FEMA_5
g17101,-5.9169988794515005,517.0,FEMA_5
g17103,-1.1575644868994672,368.0,FEMA_5
g17105,-0.689736336980902,329.0,FEMA_5
g17107,0.02706216187309174,252.0,FEMA_5
g17109,-1.1464723035604236,367.0,FEMA_5
g17111,-4.156389876550098,499.0,FEMA_5
g17113,-2.8291254629340354,464.0,FEMA_5
g17115,2.0597024734005767,90.0,FEMA_5
g17117,0.11463398664671842,239.0,FEMA_5
g17119,-0.9195725398965253,345.0,FEMA_5
g17121,2.000852841364502,96.0,FEMA_5
g17123,0.07119949298286907,242.0,FEMA_5
g17125,1.5987523449965977,120.0,FEMA_5
g17127,2.2715662421467826,80.0,FEMA_5
g17129,-1.1646200335636832,371.0,FEMA_5
g17131,-0.07393990712640752,260.0,FEMA_5
g17133,-4.423261156746955,503.0,FEMA_5
g17135,-0.9081975669497663,343.0,FEMA_5
g17137,0.6181821988935737,203.0,FEMA_5
g17139,0.9466349936616878,172.0,FEMA_5
g17141,-0.7609276171145005,334.0,FEMA_5
g17143,1.090066213377826,162.0,FEMA_5
g17145,-2.5354277823256073,447.0,FEMA_5
g17147,-2.7048509608764815,456.0,FEMA_5
g17149,1.5527435339775517,123.0,FEMA_5
g17151,2.730307677329125,60.0,FEMA_5
g17153,4.157506157607354,25.0,FEMA_5
g17155,-2.146782241460948,430.0,FEMA_5
g17157,-2.7945585293304367,460.0,FEMA_5
g17159,0.8907156182176309,177.0,FEMA_5
g17161,3.0861602353794835,49.0,FEMA_5
g17163,1.2099684598277762,152.0,FEMA_5
g17165,2.809758667282089,58.0,FEMA_5
g17167,-0.252245240095335,280.0,FEMA_5
g17169,-1.1258920665056547,366.0,FEMA_5
g17171,0.05667498082308564,244.0,FEMA_5
g17173,-0.4321333431903299,300.0,FEMA_5
g17175,0.12178341484540336,238.0,FEMA_5
g17177,3.0833662916514504,50.0,FEMA_5
g17179,-1.747702502661496,408.0,FEMA_5
g17181,1.8279289283156777,105.0,FEMA_5
g17183,2.8158432594267597,56.0,FEMA_5
g17185,0.46886864271117695,216.0,FEMA_5
g17187,3.571822398077455,36.0,FEMA_5
g17189,-1.2720153728360928,377.0,FEMA_5
g17191,1.3043139236192158,144.0,FEMA_5
g17193,3.930405999420936,27.0,FEMA_5
g17195,2.1955316683824364,83.0,FEMA_5
g17197,-2.4136392659946684,443.0,FEMA_5
g17199,0.9066126630903663,174.0,FEMA_5
g17201,2.9149396311333637,52.0,FEMA_5
g17203,-3.158807190605289,483.0,FEMA_5
g18001,2.161667367504945,84.0,FEMA_5
g18003,0.6392916819263705,202.0,FEMA_5
g18005,-1.3292472392344605,381.0,FEMA_5
g18007,0.19760681972187255,233.0,FEMA_5
g18009,1.1060998840705134,159.0,FEMA_5
g18011,-5.465906014481239,510.0,FEMA_5
g18013,-1.4768493204968245,392.0,FEMA_5
g18015,-1.079404541275772,361.0,FEMA_5
g18017,2.885895333461352,53.0,FEMA_5
g18019,-0.13384376739861348,267.0,FEMA_5
g18021,-0.8596178231714935,341.0,FEMA_5
g18023,3.177962713546941,47.0,FEMA_5
g18025,-0.32811086462269873,289.0,FEMA_5
g18027,2.1468267794714317,86.0,FEMA_5
g18029,-3.2439781289738896,487.0,FEMA_5
g18031,-0.7955280563258165,338.0,FEMA_5
g18033,-1.9421362709935,416.0,FEMA_5
g18035,1.585370545886284,121.0,FEMA_5
g18037,-1.388760384827124,388.0,FEMA_5
g18039,2.642911756060827,64.0,FEMA_5
g18041,2.814194224904511,57.0,FEMA_5
g18043,-0.015736285212032852,255.0,FEMA_5
g18045,-0.2643079039578412,282.0,FEMA_5
g18047,-3.0071207057370617,475.0,FEMA_5
g18049,-0.4044989556343922,294.0,FEMA_5
g18051,-2.0023118607204067,418.0,FEMA_5
g18053,2.6624990001113327,63.0,FEMA_5
g18055,-0.492295315323767,308.0,FEMA_5
g18057,-6.757559673712659,522.0,FEMA_5
g18059,-3.6637299949727824,493.0,FEMA_5
g18061,-2.835046644317972,466.0,FEMA_5
g18063,-5.2303865947011765,509.0,FEMA_5
g18065,-0.6769401199310365,327.0,FEMA_5
g18067,1.453999905506373,131.0,FEMA_5
g18069,-0.7786178399955719,336.0,FEMA_5
g18071,-0.48668038222478976,307.0,FEMA_5
g18073,-2.187547607420017,436.0,FEMA_5
g18075,1.0212235747629232,168.0,FEMA_5
g18077,0.7921344748499497,184.0,FEMA_5
g18079,-2.8760209948551947,468.0,FEMA_5
g18081,-3.113813402678103,482.0,FEMA_5
g18083,0.4687526260062865,217.0,FEMA_5
g18085,-1.3810948318134089,387.0,FEMA_5
g18087,6.245270748508648,8.0,FEMA_5
g18089,3.908926249924785,28.0,FEMA_5
g18091,-0.9655925661976409,350.0,FEMA_5
g18093,0.04386841104330941,246.0,FEMA_5
g18095,0.953640467857664,171.0,FEMA_5
g18097,3.961931079701281,26.0,FEMA_5
g18099,0.7693658618316309,187.0,FEMA_5
g18101,-1.61076720519313,398.0,FEMA_5
g18103,-2.6634702796758445,452.0,FEMA_5
g18105,-2.186365983415941,434.0,FEMA_5
g18107,0.03421680067335123,249.0,FEMA_5
g18109,-2.826183373668332,463.0,FEMA_5
g18111,-1.0425250423158408,355.0,FEMA_5
g18113,1.1086691515493357,158.0,FEMA_5
g18115,-1.3528827367518481,383.0,FEMA_5
g18117,-0.25238895021716357,281.0,FEMA_5
g18119,-1.8369380645653541,411.0,FEMA_5
g18121,0.8998427652464941,175.0,FEMA_5
g18123,-2.9303840816934605,470.0,FEMA_5
g18125,-0.7383645863474495,333.0,FEMA_5
g18127,-2.7625701095961386,457.0,FEMA_5
g18129,-2.5462634990786137,449.0,FEMA_5
g18131,-0.24399119256875226,278.0,FEMA_5
g18133,-4.343111000418441,502.0,FEMA_5
g18135,1.2199039648805539,151.0,FEMA_5
g18137,-0.4938599198691208,309.0,FEMA_5
g18139,-0.16256961169427042,271.0,FEMA_5
g18141,1.5474470256799813,124.0,FEMA_5
g18143,0.036442295100099,248.0,FEMA_5
g18145,-0.2988383262016068,284.0,FEMA_5
g18147,-2.5910211492419686,450.0,FEMA_5
g18149,0.8997662897226161,176.0,FEMA_5
g18151,-2.1745354986709913,433.0,FEMA_5
g18153,-3.3014404002855304,489.0,FEMA_5
g18155,-0.6839123248459298,328.0,FEMA_5
g18157,-2.187451077945344,435.0,FEMA_5
g18159,-0.7220901788322938,332.0,FEMA_5
g18161,-2.0052961681215233,420.0,FEMA_5
g18163,1.677764387915973,115.0,FEMA_5
g18165,0.7046124496839687,191.0,FEMA_5
g18167,-0.12053991053727842,266.0,FEMA_5
g18169,2.2273715931664357,81.0,FEMA_5
g18171,-2.4636220018404105,445.0,FEMA_5
g18173,-3.672506199192948,494.0,FEMA_5
g18175,-1.0949562653207132,364.0,FEMA_5
g18177,3.7315705742858527,33.0,FEMA_5
g18179,-0.4254205037885972,298.0,FEMA_5
g18181,0.6088372688647308,204.0,FEMA_5
g18183,-3.031095053954615,477.0,FEMA_5
g19001,-1.205854582142855,291.0,FEMA_7
g19003,-0.35772135606889566,234.0,FEMA_7
g19005,-1.196608951188663,289.0,FEMA_7
g19007,1.7935851950441104,89.0,FEMA_7
g19009,1.6578331912768447,97.0,FEMA_7
g19011,-2.2388796975109786,335.0,FEMA_7
g19013,0.9375647684774205,147.0,FEMA_7
g19015,-1.684347802638578,319.0,FEMA_7
g19017,-2.8464892390438283,362.0,FEMA_7
g19019,-2.2431059904214585,336.0,FEMA_7
g19021,2.710130041793481,45.0,FEMA_7
g19023,-0.16870106670567087,218.0,FEMA_7
g19025,0.9454981280457022,146.0,FEMA_7
g19027,1.2816962936806098,120.0,FEMA_7
g19029,1.4470863616703795,111.0,FEMA_7
g19031,-1.9268561444306893,327.0,FEMA_7
g19033,0.6838270112260169,158.0,FEMA_7
g19035,-0.1633315605278347,216.0,FEMA_7
g19037,-1.2917817387757062,298.0,FEMA_7
g19039,0.534327780400826,168.0,FEMA_7
g19041,-0.270404133826724,227.0,FEMA_7
g19043,-0.7239587575975719,256.0,FEMA_7
g19045,0.4945581233020555,174.0,FEMA_7
g19047,3.3508324883066463,30.0,FEMA_7
g19049,-5.47296492820961,407.0,FEMA_7
g19051,0.7618296039358715,155.0,FEMA_7
g19053,0.8901078379945616,149.0,FEMA_7
g19055,-2.189559783401775,333.0,FEMA_7
g19057,1.9265267720693728,76.0,FEMA_7
g19059,-4.223709480072049,393.0,FEMA_7
g19061,-0.746383480877946,258.0,FEMA_7
g19063,0.3461740720860833,186.0,FEMA_7
g19065,0.23456540453343033,190.0,FEMA_7
g19067,1.5597462653649115,104.0,FEMA_7
g19069,1.671946716477322,96.0,FEMA_7
g19071,-0.21557418915707827,221.0,FEMA_7
g19073,0.5124499968782803,172.0,FEMA_7
g19075,-2.3947163484185263,343.0,FEMA_7
g19077,-1.1146084412798989,285.0,FEMA_7
g19079,0.06841861296488586,198.0,FEMA_7
g19081,-0.5466713470715833,249.0,FEMA_7
g19083,-1.1664259082846926,287.0,FEMA_7
g19085,-1.0277125760347903,280.0,FEMA_7
g19087,0.5798226120048281,162.0,FEMA_7
g19089,0.5030039909253992,173.0,FEMA_7
g19091,0.43707001540458656,182.0,FEMA_7
g19093,1.0097085796095897,139.0,FEMA_7
g19095,-2.2558092931326046,337.0,FEMA_7
g19097,-0.9439047280382078,274.0,FEMA_7
g19099,-0.8199566577205519,267.0,FEMA_7
g19101,-3.3523255484218,375.0,FEMA_7
g19103,-4.360530592723308,394.0,FEMA_7
g19105,-2.3746680657718815,342.0,FEMA_7
g19107,0.15340138464661765,196.0,FEMA_7
g19109,-0.9688298636441454,276.0,FEMA_7
g19111,1.3756405033934669,115.0,FEMA_7
g19113,-2.1264074162746014,332.0,FEMA_7
g19115,1.0993846422446523,133.0,FEMA_7
g19117,1.0393135573634762,136.0,FEMA_7
g19119,-1.5659641177678778,314.0,FEMA_7
g19121,-3.9453238420821086,388.0,FEMA_7
g19123,-0.754992673017423,260.0,FEMA_7
g19125,-2.893162436635804,363.0,FEMA_7
g19127,2.313836918753345,55.0,FEMA_7
g19129,-3.6207136400036903,376.0,FEMA_7
g19131,-0.3670166835680053,236.0,FEMA_7
g19133,2.157955149475924,63.0,FEMA_7
g19135,-1.1280185083273442,286.0,FEMA_7
g19137,2.789579482265722,43.0,FEMA_7
g19139,1.037864614156377,137.0,FEMA_7
g19141,0.030348811315054958,202.0,FEMA_7
g19143,-0.43276002546389225,242.0,FEMA_7
g19145,0.16542236102348362,195.0,FEMA_7
g19147,0.6003014797141906,160.0,FEMA_7
g19149,-2.667831557369817,355.0,FEMA_7
g19151,0.5658589563977366,164.0,FEMA_7
g19153,-1.632679807213818,316.0,FEMA_7
g19155,0.7984933953743976,153.0,FEMA_7
g19157,-0.3555257328066468,233.0,FEMA_7
g19159,1.584015108731559,102.0,FEMA_7
g19161,-0.12499227468096985,213.0,FEMA_7
g19163,-0.9826681239996538,277.0,FEMA_7
g19165,-0.42226214839869725,240.0,FEMA_7
g19167,-2.5958142529560173,353.0,FEMA_7
g19169,-5.613088150504597,408.0,FEMA_7
g19171,3.018410398716915,36.0,FEMA_7
g19173,1.3368254701546547,117.0,FEMA_7
g19175,1.4970686230058554,106.0,FEMA_7
g19177,0.18491398973116924,194.0,FEMA_7
g19179,3.228791534948722,32.0,FEMA_7
g19181,-2.7154553089145557,357.0,FEMA_7
g19183,-0.35974144882161696,235.0,FEMA_7
g19185,1.6791726629479582,94.0,FEMA_7
g19187,1.2791177138797223,123.0,FEMA_7
g19189,-0.751906636560794,259.0,FEMA_7
g19191,-2.992146665768123,369.0,FEMA_7
g19193,2.800939929222185,42.0,FEMA_7
g19195,-0.6819720748359841,255.0,FEMA_7
g19197,1.2803394459212978,121.0,FEMA_7
g20001,2.342140650912579,53.0,FEMA_7
g20003,1.1247505798432127,132.0,FEMA_7
g20005,2.2408910274286264,59.0,FEMA_7
g20007,-0.8569669284680654,270.0,FEMA_7
g20009,1.4469352645328861,112.0,FEMA_7
g20011,1.4101580191734029,113.0,FEMA_7
g20013,5.758868119785483,9.0,FEMA_7
g20015,-2.963813358652056,367.0,FEMA_7
g20017,0.519928500345653,171.0,FEMA_7
g20019,2.2728749231088505,58.0,FEMA_7
g20021,1.5707435513201813,103.0,FEMA_7
g20023,0.22871890856830443,192.0,FEMA_7
g20025,1.904090201406698,80.0,FEMA_7
g20027,-0.8546742949867326,269.0,FEMA_7
g20029,3.5926840726604996,22.0,FEMA_7
g20031,-0.34098294110745975,231.0,FEMA_7
g20033,1.1860301525481582,127.0,FEMA_7
g20035,1.8044042713030026,85.0,FEMA_7
g20037,0.8157354244282978,152.0,FEMA_7
g20039,2.3211135215642367,54.0,FEMA_7
g20041,-0.6035899858791909,252.0,FEMA_7
g20043,-0.8033184493969601,264.0,FEMA_7
g20045,-3.3212053001275077,374.0,FEMA_7
g20047,-0.4898317928896697,245.0,FEMA_7
g20049,1.1984058636977266,125.0,FEMA_7
g20051,-1.8219534809280682,325.0,FEMA_7
g20053,-3.7179841380220644,381.0,FEMA_7
g20055,3.197383146681069,33.0,FEMA_7
g20057,5.253125005382542,11.0,FEMA_7
g20059,-1.3905482129418412,305.0,FEMA_7
g20061,-1.41871038239667,307.0,FEMA_7
g20063,-2.555439390362938,352.0,FEMA_7
g20065,-1.5495543955840922,313.0,FEMA_7
g20067,3.0156437623418384,38.0,FEMA_7
g20069,0.4716836809974808,176.0,FEMA_7
g20071,-0.7592621560300099,261.0,FEMA_7
g20073,1.840086388005575,82.0,FEMA_7
g20075,0.4704610177050863,177.0,FEMA_7
g20077,2.2331597622118142,60.0,FEMA_7
g20079,1.0154314454921425,138.0,FEMA_7
g20081,-0.32047375520910765,230.0,FEMA_7
g20083,-3.233218783368017,372.0,FEMA_7
g20085,0.041536296111919724,200.0,FEMA_7
g20087,-3.936904336578817,386.0,FEMA_7
g20089,-1.5783979084409898,315.0,FEMA_7
g20091,-5.974879194273672,409.0,FEMA_7
g20093,0.02127075223079833,203.0,FEMA_7
g20095,0.04416680630050984,199.0,FEMA_7
g20097,-0.4156061196656067,238.0,FEMA_7
g20099,2.1505370809968314,64.0,FEMA_7
g20101,-1.7142396064611705,320.0,FEMA_7
g20103,-4.382321543182802,395.0,FEMA_7
g20105,1.0671977177438507,134.0,FEMA_7
g20107,-2.9724839887528955,368.0,FEMA_7
g20109,-0.8132936144976864,266.0,FEMA_7
g20111,2.95501762722529,39.0,FEMA_7
g20113,-1.0872882624986047,284.0,FEMA_7
g20115,-0.35364685836998233,232.0,FEMA_7
g20117,-0.229467430843294,224.0,FEMA_7
g20119,-0.22149376224817452,222.0,FEMA_7
g20121,-3.2919368568970917,373.0,FEMA_7
g20123,-1.3792418435052456,304.0,FEMA_7
g20125,3.4039496222743644,27.0,FEMA_7
g20127,-0.8035813728365226,265.0,FEMA_7
g20129,0.5426410465467082,167.0,FEMA_7
g20131,1.5952183665232655,100.0,FEMA_7
g20133,2.279042593258278,57.0,FEMA_7
g20135,1.2345634256038824,124.0,FEMA_7
g20137,-2.086990507186171,330.0,FEMA_7
g20139,-1.2012634732727197,290.0,FEMA_7
g20141,1.053227019506433,135.0,FEMA_7
g20143,-3.2197474484614164,371.0,FEMA_7
g20145,-3.938637175149013,387.0,FEMA_7
g20147,0.7263095272797173,157.0,FEMA_7
g20149,-3.8861558916676686,385.0,FEMA_7
g20151,-0.4703328880772426,244.0,FEMA_7
g20153,0.46807434490888755,178.0,FEMA_7
g20155,1.3701855365673448,116.0,FEMA_7
g20157,1.1849909078421497,128.0,FEMA_7
g20159,1.7992686815440426,86.0,FEMA_7
g20161,-5.065618272558601,402.0,FEMA_7
g20163,0.23100707399284237,191.0,FEMA_7
g20165,-0.06638453397794913,209.0,FEMA_7
g20167,-0.42067443137459315,239.0,FEMA_7
g20169,0.5871554572028502,161.0,FEMA_7
g20171,-0.08409060506258659,210.0,FEMA_7
g20173,0.4148034111481897,184.0,FEMA_7
g20175,7.092178189340991,7.0,FEMA_7
g20177,2.2872202745229098,56.0,FEMA_7
g20179,-1.4589003336109738,310.0,FEMA_7
g20181,1.9242095848327714,77.0,FEMA_7
g20183,2.122283382306641,65.0,FEMA_7
g20185,0.9457585082766246,145.0,FEMA_7
g20187,2.0082006798465004,68.0,FEMA_7
g20189,0.2477267468733354,189.0,FEMA_7
g20191,-0.4309611271705936,241.0,FEMA_7
g20193,-0.45654698043834974,243.0,FEMA_7
g20195,-2.316407088183703,340.0,FEMA_7
g20197,-3.8119696812255675,383.0,FEMA_7
g20199,-2.193617282285828,334.0,FEMA_7
g20201,-1.0753484552897155,282.0,FEMA_7
g20203,-1.370909825361212,303.0,FEMA_7
g20205,2.588183586932403,49.0,FEMA_7
g20207,2.4193864949806203,52.0,FEMA_7
g20209,7.438161838641378,5.0,FEMA_7
g21001,-0.11666426589892286,373.0,FEMA_4
g21003,-0.8194954189859496,469.0,FEMA_4
g21005,-3.788717141829547,692.0,FEMA_4
g21007,-2.342263274516837,627.0,FEMA_4
g21009,0.12315771859059779,344.0,FEMA_4
g21011,-1.109811997698672,505.0,FEMA_4
g21013,2.7238736141579567,85.0,FEMA_4
g21015,-5.792150264600359,725.0,FEMA_4
g21017,0.44353610751976824,293.0,FEMA_4
g21019,-0.330140342284887,398.0,FEMA_4
g21021,0.2626606063861075,320.0,FEMA_4
g21023,-2.0504993580613364,607.0,FEMA_4
g21025,3.2003203327842358,63.0,FEMA_4
g21027,-1.4686279119320402,551.0,FEMA_4
g21029,-5.4179629090967865,720.0,FEMA_4
g21031,-1.1556126997143052,512.0,FEMA_4
g21033,0.15200501866929522,337.0,FEMA_4
g21035,-0.822850499053622,470.0,FEMA_4
g21037,-2.729921988051677,648.0,FEMA_4
g21039,0.3673042973694723,302.0,FEMA_4
g21041,1.7912368382691164,145.0,FEMA_4
g21043,-1.1638942079542691,514.0,FEMA_4
g21045,0.5237995501277054,282.0,FEMA_4
g21047,0.16714408109108791,334.0,FEMA_4
g21049,-1.867253064660874,597.0,FEMA_4
g21051,1.0708522647883063,218.0,FEMA_4
g21053,0.08679871321408172,347.0,FEMA_4
g21055,0.3655261049837414,304.0,FEMA_4
g21057,1.9023316023012435,140.0,FEMA_4
g21059,-1.1765606750649242,517.0,FEMA_4
g21061,-0.5871976438740198,435.0,FEMA_4
g21063,4.557311665353557,29.0,FEMA_4
g21065,0.7225520623338054,262.0,FEMA_4
g21067,-0.7953405354956697,465.0,FEMA_4
g21069,-2.915481397589528,655.0,FEMA_4
g21071,1.0064266876203052,230.0,FEMA_4
g21073,-1.362740421341839,537.0,FEMA_4
g21075,0.8592188378394646,245.0,FEMA_4
g21077,0.18816669315809215,331.0,FEMA_4
g21079,-3.1022093625624434,668.0,FEMA_4
g21081,-3.580746581685342,684.0,FEMA_4
g21083,-0.5895970407176433,436.0,FEMA_4
g21085,-0.8609897663206415,475.0,FEMA_4
g21087,0.23189278527744034,324.0,FEMA_4
g21089,-1.1702125397856804,515.0,FEMA_4
g21091,-2.362664406209342,631.0,FEMA_4
g21093,-2.1699630733365005,615.0,FEMA_4
g21095,1.6316322568161297,156.0,FEMA_4
g21097,-0.27164118958100875,389.0,FEMA_4
g21099,-0.003791311922944629,356.0,FEMA_4
g21101,-1.2250606765416387,521.0,FEMA_4
g21103,-1.2727194805919537,525.0,FEMA_4
g21105,3.66470506200476,48.0,FEMA_4
g21107,0.05161714938030412,353.0,FEMA_4
g21109,0.3209064096537132,312.0,FEMA_4
g21111,-0.08063225239790417,367.0,FEMA_4
g21113,-2.2172454032076803,621.0,FEMA_4
g21115,-0.7185644753880481,454.0,FEMA_4
g21117,-2.828624831334138,653.0,FEMA_4
g21119,-0.27861382626486564,390.0,FEMA_4
g21121,2.3673832879483645,112.0,FEMA_4
g21123,-1.8239537581542076,593.0,FEMA_4
g21125,-1.7493019412056239,590.0,FEMA_4
g21127,0.10869319370521796,345.0,FEMA_4
g21129,1.9175505993124649,136.0,FEMA_4
g21131,1.3079861928034018,189.0,FEMA_4
g21133,-0.03626497331658962,360.0,FEMA_4
g21135,-0.21719894342005197,382.0,FEMA_4
g21137,-1.074503181860634,500.0,FEMA_4
g21139,0.43004900868193285,297.0,FEMA_4
g21141,-1.4004331203216553,541.0,FEMA_4
g21143,4.210714130358062,36.0,FEMA_4
g21145,-0.09628402312314674,370.0,FEMA_4
g21147,1.4471797990293367,177.0,FEMA_4
g21149,-0.6196521907914121,439.0,FEMA_4
g21151,-1.2704206068013666,524.0,FEMA_4
g21153,1.582834470053691,161.0,FEMA_4
g21155,-0.8158951797211006,466.0,FEMA_4
g21157,0.204593950879153,326.0,FEMA_4
g21159,2.8939234530724587,76.0,FEMA_4
g21161,0.43275048911670355,296.0,FEMA_4
g21163,-4.249534478581632,701.0,FEMA_4
g21165,2.839681111581759,77.0,FEMA_4
g21167,-2.064728042660546,608.0,FEMA_4
g21169,-1.6680752608700282,579.0,FEMA_4
g21171,1.0296778866772829,227.0,FEMA_4
g21173,-1.7243247836669178,587.0,FEMA_4
g21175,0.836484702524601,251.0,FEMA_4
g21177,-0.30686647509545195,395.0,FEMA_4
g21179,-3.393834169445075,679.0,FEMA_4
g21181,0.3856883308309221,301.0,FEMA_4
g21183,-0.6294676034893405,443.0,FEMA_4
g21185,-7.150335457411488,735.0,FEMA_4
g21187,-1.0266454986515754,494.0,FEMA_4
g21189,6.558887348978198,14.0,FEMA_4
g21191,-3.445981692153703,682.0,FEMA_4
g21193,0.6083035039951972,274.0,FEMA_4
g21195,-0.03349336896220101,359.0,FEMA_4
g21197,1.1776397455944223,201.0,FEMA_4
g21199,0.4402202284692816,294.0,FEMA_4
g21201,1.1524349534789784,204.0,FEMA_4
g21203,1.016312758550025,229.0,FEMA_4
g21205,0.22751053867057136,325.0,FEMA_4
g21207,1.0597266006432717,220.0,FEMA_4
g21209,-4.406391374885752,704.0,FEMA_4
g21211,-2.3493850528184805,628.0,FEMA_4
g21213,-2.259745874060475,622.0,FEMA_4
g21215,-5.365246944301904,718.0,FEMA_4
g21217,-0.16199137477805367,377.0,FEMA_4
g21219,-0.6837175266302309,449.0,FEMA_4
g21221,-1.4529635474373377,550.0,FEMA_4
g21223,-2.1906856447378678,617.0,FEMA_4
g21225,-1.2935997220701074,529.0,FEMA_4
g21227,-1.4882879616922522,554.0,FEMA_4
g21229,-1.046842348590471,496.0,FEMA_4
g21231,1.0802304027009602,215.0,FEMA_4
g21233,-1.1010035004050307,503.0,FEMA_4
g21235,1.447841749412683,176.0,FEMA_4
g21237,4.838677520325473,26.0,FEMA_4
g21239,-4.007000918464507,697.0,FEMA_4
g22001,-0.545548437104312,309.0,FEMA_6
g22003,-1.1763356137168712,356.0,FEMA_6
g22005,-5.8762655750343304,494.0,FEMA_6
g22007,-4.0378603417712124,481.0,FEMA_6
g22009,1.347701209156404,137.0,FEMA_6
g22011,-3.090396514730495,453.0,FEMA_6
g22013,0.8902522881536155,176.0,FEMA_6
g22015,-2.585191658851921,433.0,FEMA_6
g22017,-0.5147491818200518,307.0,FEMA_6
g22019,-1.7745532814676694,389.0,FEMA_6
g22021,-2.0505307095921452,405.0,FEMA_6
g22023,-6.071157144735667,496.0,FEMA_6
g22025,-2.790253977807075,440.0,FEMA_6
g22027,-1.4129093971826365,375.0,FEMA_6
g22029,0.6430149469605473,194.0,FEMA_6
g22031,-1.1412719596593828,354.0,FEMA_6
g22033,-1.8467888093817062,393.0,FEMA_6
g22035,2.470220237932768,67.0,FEMA_6
g22037,-2.2239247074426274,412.0,FEMA_6
g22039,-0.014859480520570512,264.0,FEMA_6
g22041,0.7331875420289446,186.0,FEMA_6
g22043,-3.194886366884436,456.0,FEMA_6
g22045,-2.1956147858141546,411.0,FEMA_6
g22047,-3.7244581330579196,475.0,FEMA_6
g22049,-0.3736462131805342,287.0,FEMA_6
g22051,-0.09974748596675115,270.0,FEMA_6
g22053,-1.7171669658313902,388.0,FEMA_6
g22055,-3.0134572164464313,452.0,FEMA_6
g22057,-2.6231160477235815,436.0,FEMA_6
g22059,-2.498711653072616,427.0,FEMA_6
g22061,-0.6482109471374298,318.0,FEMA_6
g22063,-4.64420008088259,487.0,FEMA_6
g22065,0.29835943333793224,223.0,FEMA_6
g22067,1.4947929698180635,128.0,FEMA_6
g22069,-0.40646274762985957,292.0,FEMA_6
g22071,0.16375258056147413,238.0,FEMA_6
g22073,-0.6647854883077102,321.0,FEMA_6
g22075,-5.639658096045359,493.0,FEMA_6
g22077,-2.0289678082943277,401.0,FEMA_6
g22079,-0.03491115596304731,267.0,FEMA_6
g22081,-1.6865761718287218,385.0,FEMA_6
g22083,0.14761717466511293,240.0,FEMA_6
g22085,-2.35955802415898,420.0,FEMA_6
g22087,-2.0691601031682687,406.0,FEMA_6
g22089,-4.5325546661585125,486.0,FEMA_6
g22091,-0.7975554059589075,334.0,FEMA_6
g22093,-2.9960304800392596,450.0,FEMA_6
g22095,-2.683975359219734,439.0,FEMA_6
g22097,-0.32521775758910254,285.0,FEMA_6
g22099,-2.538889060899344,430.0,FEMA_6
g22101,-1.7080406377638861,386.0,FEMA_6
g22103,-4.321435016867378,482.0,FEMA_6
g22105,-2.0339296509186244,403.0,FEMA_6
g22107,1.774463822459266,105.0,FEMA_6
g22109,-3.263900967020344,460.0,FEMA_6
g22111,-1.417663036278018,376.0,FEMA_6
g22113,-2.346570245074544,418.0,FEMA_6
g22115,-2.344716695677914,417.0,FEMA_6
g22117,0.9209770291793602,171.0,FEMA_6
g22119,-0.4936285941835971,301.0,FEMA_6
g22121,-3.4152072876070845,466.0,FEMA_6
g22123,0.9189190153712736,173.0,FEMA_6
g22125,-8.444364791085754,501.0,FEMA_6
g22127,-1.1802572332092511,357.0,FEMA_6
